customerID,tenure,MonthlyCharges,Churn_Probability,Cluster
8950-MTZNV,1,44.95,0.09,0
0326-VDYXE,70,97.65,0.04,1
6773-LQTVT,29,35.65,0.07,0
7274-RTAPZ,1,90.55,0.99,3
0436-TWFFZ,67,85.25,0.0,1
8566-YPRGL,1,19.5,0.09,0
0311-UNPFF,26,88.8,0.72,3
6609-MXJHJ,30,25.1,0.0,0
2669-OIDSD,48,100.05,0.23,1
8400-WZICQ,55,55.7,0.01,2
3834-XUIFC,7,85.2,0.96,3
9576-SYUHJ,37,91.15,0.18,3
0410-IPFTY,31,83.85,0.51,3
2831-EBWRN,4,45.9,0.28,0
9430-NKQLY,72,25.1,0.01,2
8414-MYSHR,5,91.4,0.88,3
0247-SLUJI,1,19.7,0.26,0
9402-ORRAH,15,91.5,0.67,3
6483-OATDN,8,51.3,0.1,0
1293-HHSHJ,35,21.1,0.0,2
4840-ORQXB,56,104.75,0.13,1
7599-FKVXZ,42,106.15,0.64,1
3982-DQLUS,65,85.75,0.07,1
8610-ZIKJJ,2,20.3,0.04,0
3756-VNWDH,65,100.75,0.14,1
7801-KICAO,18,74.15,0.24,3
7673-LPRNY,23,78.55,0.02,3
8229-TNIQA,4,45.3,0.46,0
6060-QBMGV,70,19.85,0.0,2
7339-POGZN,4,50.7,0.22,0
2828-SLQPF,19,45.0,0.1,0
4465-VDKIQ,18,77.8,0.15,3
2921-XWDJH,38,83.45,0.16,3
6221-AVQYL,2,73.25,0.77,3
2558-BUOZZ,47,94.8,0.08,1
9257-AZMTZ,52,20.1,0.01,2
0003-MKNFE,9,59.9,0.09,3
0975-UYDTX,26,90.1,0.16,3
7743-EXURX,8,51.05,0.41,0
4682-BLBUC,44,70.95,0.04,2
0975-VOOVL,3,29.2,0.16,0
5968-VXZLG,2,46.6,0.2,0
5569-KGJHX,9,85.35,0.81,3
4988-IQIGL,1,75.35,0.92,3
5201-FRKKS,25,74.3,0.09,3
9799-CAYJJ,2,69.3,0.2,3
7730-IUTDZ,43,75.2,0.76,1
0426-TIRNE,1,20.9,0.6414999999999997,0
5443-SCMKX,58,94.3,0.15,1
8295-KMENE,59,76.45,0.01,1
6738-ISCBM,44,54.0,0.03,2
9821-BESNZ,66,104.25,0.13,1
3678-MNGZX,68,19.95,0.0,2
1335-NTIUC,9,24.95,0.63,0
2916-BQZLN,19,84.75,0.15,3
4558-CGYCZ,4,19.75,0.1,0
2368-GAKKQ,70,113.65,0.01,1
8710-YGLWG,1,44.9,0.08,0
3199-XGZCY,8,75.25,0.1,3
3785-KTYSH,53,24.6,0.02,2
6814-ZPWFQ,51,25.0,0.03,2
4063-EIKNQ,11,20.95,0.07,0
6993-YCOBK,60,110.6,0.06,1
5206-HPJKM,17,55.5,0.19,3
7587-RZNME,3,43.3,0.89,0
0748-RDGGM,70,109.5,0.7,1
8393-JMVMB,1,19.45,0.24933333333333332,0
5019-GQVCR,43,84.85,0.29,1
6036-TTFYU,16,19.6,0.02,0
2550-AEVRU,57,53.45,0.0,2
0969-RGKCU,37,19.8,0.0,2
0378-CJKPV,72,112.1,0.0,1
4706-AXVKM,11,84.8,0.78,3
5889-JTMUL,50,95.05,0.8,1
9026-RNUJS,5,50.35,0.81,0
3746-EUBYR,1,74.6,0.95,3
2332-EFBJY,16,19.7,0.54,0
2880-FPNAE,2,74.2,0.2,3
1703-MGIAB,17,69.0,0.09,3
4311-QTTAI,16,19.35,0.01,0
9474-PHLYD,15,59.45,0.77,3
4318-RAJVY,10,19.8,0.01,0
2165-VOEGB,46,105.2,0.67,1
3612-YUNGG,64,109.2,0.03,1
2254-DLXRI,1,79.15,0.26,3
5062-CJJKH,25,53.65,0.04,3
9028-LIHRP,71,100.2,0.02,1
2219-MVUSO,8,45.15,0.76,0
1053-MXTTK,72,108.65,0.01,1
1530-ZTDOZ,49,40.65,0.07,2
1301-LOPVR,29,55.35,0.04,3
0853-TWRVK,72,105.6,0.01,1
8914-RBTSB,31,93.8,0.71,3
6212-ATMLK,50,95.7,0.26,1
8200-LGKSR,71,83.2,0.03,1
1568-BEKZM,70,90.05,0.02,1
0670-ANMUU,71,97.65,0.2,1
6897-RWMUB,61,68.05,0.0,1
0963-ZBDRN,32,96.2,0.81,3
7594-RQHXR,1,79.6,0.8,3
6999-CHVCF,68,102.1,0.03,1
6134-KWTBV,62,23.4,0.0,2
1077-HUUJM,7,71.05,0.61,3
6331-EWIEB,20,85.25,0.9,3
0895-LNKRC,6,19.45,0.1,0
2045-BMBTJ,33,59.45,0.1,3
8417-GSODA,28,92.2,0.06,3
5171-EPLKN,27,19.85,0.0,0
4452-QIIEB,7,43.9,0.09,0
5998-VVEJY,26,80.5,0.63,3
1624-NALOJ,5,89.8,0.92,3
6741-EGCBI,30,90.5,0.17,3
7820-ZYGNY,63,90.45,0.2,1
4317-VTEOA,1,50.75,0.5,0
9677-AVKED,53,84.6,0.03,1
1670-SVOWZ,14,89.65,0.73,3
2227-JRSJX,21,99.15,0.05,3
9847-HNVGP,17,19.95,0.0,0
6696-YDAYZ,16,20.5,0.0,0
8980-WQFWL,35,62.1,0.11,3
1730-ZMAME,32,79.5,0.1,3
6506-EYCNH,28,19.55,0.19,0
4634-JLRJT,1,20.35,0.2216666666666667,0
9501-UKKNL,59,51.7,0.1,2
2560-QTSBS,72,23.3,0.01,2
7541-YLXCL,36,65.4,0.14,3
4795-WRNVT,40,65.1,0.07,2
6080-TCMYC,40,81.2,0.58,1
0260-ZDLGK,9,72.9,0.71,3
7860-UXCRM,63,74.5,0.02,1
6357-JJPQT,3,80.5,0.33,3
2292-XQWSV,40,60.3,0.06,2
9552-TGUZV,8,75.0,0.45,3
5913-INRQV,34,90.15,0.0,3
8722-NGNBH,5,40.0,0.12,0
6210-KBBPI,9,99.45,0.8,3
9643-YBLUR,9,69.05,0.08,3
8734-FNWVH,31,59.7,0.08,3
9447-YPTBX,50,19.85,0.0,2
0133-BMFZO,2,86.25,0.8,3
6128-CZOMY,1,45.65,0.93,0
9540-JYROE,8,70.1,0.78,3
9026-LHEVG,9,40.75,0.13,0
2260-USTRB,2,70.2,0.97,3
3656-TKRVZ,3,55.35,0.26,0
7011-CVEUC,25,95.7,0.14,3
6185-TASNN,1,46.3,0.3,0
7925-PNRGI,45,81.3,0.12,1
8623-TMRBY,51,84.2,0.94,1
1552-CZCLL,55,20.0,0.06,2
3038-PQIUY,38,66.15,0.06,3
1501-SGHBW,2,45.85,0.87,0
9313-CDOGY,38,19.6,0.01,2
8148-BPLZQ,34,49.8,0.04,2
2623-DRYAM,70,101.75,0.06,1
9987-LUTYD,13,55.15,0.02,0
3208-YPIOE,39,75.25,0.85,3
4488-KQFDT,61,103.95,0.14,1
2612-RANWT,12,100.15,0.9,3
5693-PIPCS,41,99.65,0.02,1
0491-KAPQG,21,73.7,0.17,3
1925-LFCZZ,55,50.05,0.08,2
8039-EQPIM,69,60.25,0.0,1
6900-PXRMS,26,105.75,0.87,3
8707-RMEZH,69,87.3,0.05,1
3346-BRMIS,18,48.35,0.83,0
3209-ZPKFI,47,54.25,0.13,2
6479-VDGRK,72,85.3,0.0,1
9373-WSLOY,33,50.0,0.11,2
2933-FILNV,2,24.4,0.43,0
3569-JFODW,72,90.95,0.0,1
9819-FBNSV,37,72.25,0.17,3
9544-PYPSJ,62,96.1,0.12,1
1591-XWLGB,71,19.85,0.0,2
0396-UKGAI,23,55.3,0.03,3
3243-ZHOHY,16,20.1,0.0,0
5186-EJEGL,9,69.5,0.12,3
7527-QNRUS,17,25.15,0.05,0
9986-BONCE,4,20.95,0.74,0
2722-JMONI,1,49.55,0.48,0
2203-GHNWN,24,79.65,0.27,3
3878-AVSOQ,1,71.25,0.36,3
3258-SYSWS,72,113.8,0.0,1
5296-PSYVW,72,24.55,0.01,2
6319-QSUSR,11,19.7,0.18,0
4083-EUGRJ,9,20.25,0.69,0
7579-OOPEC,2,50.15,0.86,0
0512-FLFDW,60,100.5,0.08,1
1771-OADNZ,29,95.9,0.89,3
0487-CRLZF,49,74.45,0.0,1
2107-FBPTK,30,104.1,0.21,3
9451-WLYRI,53,19.05,0.0,2
8219-VYBVI,39,25.0,0.0,2
1991-VOPLL,9,19.05,0.12,0
9738-QLWTP,39,81.9,0.06,3
1016-DJTSV,8,69.7,0.24,3
9419-IPPBE,51,90.15,0.09,1
0174-QRVVY,71,25.35,0.0,2
5699-BNCAS,71,24.65,0.01,2
2900-PHPLN,70,19.55,0.0,2
0612-RTZZA,1,25.25,0.64,0
8106-GWQOK,38,60.0,0.03,2
8751-EDEKA,28,89.9,0.18,3
6878-GGDWG,32,19.4,0.14,0
4039-PIMHX,49,49.8,0.06,2
8450-LUGUK,37,24.1,0.0,2
3604-WLABM,10,54.25,0.07,0
0795-GMVQO,67,109.9,0.06,1
2259-OUUSZ,7,35.5,0.05,0
1142-IHLOO,51,87.55,0.02,1
6410-LEFEN,9,45.15,0.28,0
4633-MKHYU,9,88.4,0.23,3
6257-RJOHI,4,50.8,0.06,0
1545-JFUML,71,99.0,0.03,1
3194-ORPIK,50,84.4,0.77,1
7826-VVKWT,24,96.55,0.36,3
1353-GHZOS,22,59.75,0.04,3
2587-EKXTS,44,111.5,0.13,1
5442-BXVND,33,24.25,0.05,0
8816-VXNZD,1,75.1,0.96,3
9378-FXTIZ,54,70.15,0.2,1
1723-HKXJQ,42,101.75,0.95,1
7825-GKXMW,1,45.8,0.9,0
9753-OYLBX,1,20.5,0.5151666666666668,0
2364-UFROM,30,70.4,0.02,3
6656-JWRQX,1,30.55,0.47,0
6473-ULUHT,16,84.9,0.04,3
1240-KNSEZ,1,20.1,0.65,0
0836-SEYLU,9,40.65,0.71,0
4433-JCGCG,46,101.0,0.91,1
3716-BDVDB,1,69.1,1.0,3
7688-AWMDX,71,54.5,0.04,2
2842-BCQGE,43,75.35,0.16,1
7244-QWYHG,50,44.45,0.0,2
5899-MQZZL,13,75.0,0.38,3
6849-OYAMU,19,100.0,0.74,3
5312-UXESG,41,98.05,0.37,1
9488-HGMJH,1,71.15,0.71,3
6038-GCYEC,24,54.15,0.79,3
2150-WLKUW,40,63.9,0.02,2
7159-FVYPK,3,69.15,0.41,3
7032-LMBHI,37,64.65,0.01,3
1150-WFARN,67,108.75,0.7,1
6088-BXMRG,32,98.85,0.46,3
3144-AUDBS,6,49.15,0.74,0
4821-SJHJV,32,89.6,0.12,3
7346-MEDWM,59,83.25,0.49,1
1137-DGOWI,30,70.25,0.02,3
5616-PRTNT,20,19.4,0.62,0
3812-LRZIR,27,24.5,0.0,0
4818-QIUFN,20,79.15,0.78,3
9483-GCPWE,9,20.1,0.0,0
4227-OJHAL,68,73.0,0.03,1
9220-CXRSC,69,61.4,0.02,1
4993-JCRGJ,26,84.3,0.1,3
9537-JALFH,69,19.9,0.0,2
6698-OXETB,11,20.4,0.0,0
2103-ZRXFN,1,50.75,0.7,0
3724-BSCVH,10,20.45,0.0,0
4877-TSOFF,55,75.75,0.03,1
9209-NWPGU,44,65.4,0.01,2
6961-VCPMC,46,80.4,0.5,1
7306-YDSOI,69,59.75,0.0,1
5288-AHOUP,11,78.5,0.17,3
6688-UZPWD,11,102.0,0.85,3
0655-YDGFJ,29,48.95,0.0,0
8468-EHYJA,57,99.65,0.12,1
6823-SIDFQ,28,18.25,0.0,0
1097-FSPVW,42,54.55,0.05,2
2839-RFSQE,2,20.65,0.12666666666666668,0
8328-SKJNO,23,40.65,0.0,0
7010-ZMVBF,18,20.45,0.01,0
5201-CBWYG,62,24.8,0.0,2
0968-GSIKN,1,70.8,0.8,3
1965-DDBWU,16,89.05,0.65,3
9057-SIHCH,3,96.6,1.0,3
6352-GIGGQ,67,88.8,0.08,1
3635-QQRQD,62,20.05,0.0,2
6771-XWBDM,57,104.5,0.71,1
2897-DOVND,2,69.8,0.13,3
3082-YVEKW,23,77.15,0.03,3
0191-EQUUH,25,35.05,0.02,0
7134-HBPBS,72,108.1,0.05,1
3489-HHPFY,2,84.05,0.24,3
2926-JEJJC,8,20.2,0.03,0
8601-QACRS,5,50.6,0.83,0
4950-BDEUX,35,49.2,0.14,2
5789-LDFXO,24,24.6,0.02,0
0508-OOLTO,2,71.65,0.59,3
2984-TBYKU,72,104.9,0.0,1
9822-WMWVG,41,106.5,0.13,1
2391-SOORI,4,49.35,0.79,0
9040-KZVWO,26,75.5,0.07,3
2645-QTLMB,7,94.25,0.86,3
4806-HIPDW,1,68.95,0.95,3
1548-ARAGG,4,58.5,0.2,0
6339-RZCBJ,48,78.9,0.0,1
4424-TKOPW,2,93.85,1.0,3
4415-WNGVR,12,79.2,0.11,3
2522-AHJXR,60,109.45,0.07,1
0412-UCCNP,55,59.2,0.03,2
1816-FLZDK,1,29.15,0.17,0
7096-UCLNH,1,20.05,0.03,0
8443-ZRDBZ,4,76.05,0.89,3
9136-ALYBR,1,24.45,0.85,0
4615-PIVVU,42,66.5,0.11,2
8885-QSQBX,1,49.55,0.26,0
7479-NITWS,7,89.35,0.85,3
8617-ENBDS,3,73.6,0.23,3
9385-NXKDA,72,82.65,0.0,1
0430-IHCDJ,15,49.0,0.25,0
2959-MJHIC,4,80.35,0.9,3
6674-KVJHG,11,25.2,0.0,0
1814-DKOLC,5,25.45,0.068,0
4201-JMNGR,1,55.8,0.84,0
9351-HXDMR,72,110.9,0.04,1
3537-HPKQT,55,77.75,0.18,1
2129-ALKBS,40,26.2,0.0,2
5821-MMEIL,57,19.9,0.0,2
5960-WPXQM,1,79.05,0.97,3
0684-AOSIH,1,95.0,0.92,3
8260-NGFNY,1,25.2,0.75,0
1309-XGFSN,52,80.85,0.14,1
1866-RZZQS,41,98.4,0.97,1
6968-URWQU,43,56.35,0.17,2
4742-TXUEX,47,19.3,0.0,2
9631-XEYKE,3,50.4,0.2,0
8631-NBHFZ,66,79.4,0.58,1
1335-MXCSE,55,55.25,0.04,2
8873-TMKGR,29,19.1,0.01,0
8800-JOOCF,12,84.05,0.13,3
1469-LBJQJ,66,105.2,0.18,1
4958-XCBDQ,35,101.4,0.91,1
8337-UPOAQ,10,89.8,0.81,3
0064-YIJGF,27,75.75,0.46,3
2386-OWURY,58,95.3,0.2,1
1725-IQNIY,54,109.75,0.67,1
0310-VQXAM,9,19.85,0.17,0
6598-RFFVI,2,19.3,0.7,0
3453-RTHJQ,6,69.1,0.57,3
6712-OAWRH,26,91.25,0.84,3
6278-FEPBZ,9,20.25,0.26,0
4280-DLSHD,8,54.75,0.08,0
1508-DFXCU,12,81.45,0.3,3
8614-VGMMV,15,49.1,0.77,0
7868-BGSZA,43,80.2,0.11,1
2800-QQUSO,42,100.3,0.24,1
2930-UOTMB,31,65.25,0.7,3
7973-DZRKH,66,90.95,0.04,1
5914-DVBWJ,18,85.45,0.8,3
7698-YFGEZ,1,20.0,0.04,0
2533-QVMSK,61,94.1,0.69,1
9773-PEQBZ,10,79.85,0.26,3
8644-XLFBW,1,71.65,0.78,3
0650-BWOZN,18,73.55,0.42,3
8625-AZYZY,24,104.65,0.98,3
7785-RDVIG,3,19.3,0.07,0
9602-WCXPI,50,20.15,0.01,2
2903-YYTBW,1,44.55,0.18,0
3620-MWJNE,2,54.45,0.1,0
8573-JGCZW,17,19.65,0.02,0
6837-HAEVO,69,105.0,0.13,1
6701-YVNQG,72,88.7,0.0,1
9306-CPCBC,3,74.25,0.78,3
4304-XUMGI,50,75.15,0.06,1
9504-YAZWB,53,20.25,0.01,2
8819-ZBYNA,58,109.1,0.07,1
6174-NRBTZ,46,30.75,0.03,2
9481-IEBZY,72,112.9,0.12,1
1833-VGRUM,1,74.2,0.63,3
6137-NICCO,6,94.05,0.27,3
9065-ZCPQX,72,78.85,0.0,1
6402-EJMWF,4,55.3,0.08,0
3620-EHIMZ,52,19.35,0.0,2
6870-ECSHE,2,20.45,0.09,0
8747-UDCOI,65,19.35,0.0,2
8374-XGEJJ,43,101.0,0.96,1
2656-TABEH,4,100.2,0.98,3
6946-LMSQS,25,89.05,0.2,3
4626-OZDTJ,51,78.65,0.06,1
9169-BSVIN,12,74.75,0.12,3
2325-ZUSFD,57,70.1,0.71,1
8194-PEEBY,24,19.9,0.0,0
6872-HXFNF,64,58.35,0.02,2
3932-CMDTD,4,105.65,0.75,3
7714-YXSMB,26,100.5,0.22,3
8387-UGUSU,15,20.05,0.05,0
1080-BWSYE,64,25.65,0.0,2
4039-HEUNW,36,96.5,0.79,1
1194-HVAIF,27,95.0,0.2,3
0812-WUPTB,1,70.85,0.84,3
3594-UVONA,35,85.95,0.65,3
0004-TLHLJ,4,73.9,0.8,3
1767-TGTKO,8,45.45,0.1,0
8439-LTUGF,10,20.0,0.01,0
8805-JNRAZ,2,49.2,0.33,0
5089-IFSDP,58,109.45,0.3,1
6418-HNFED,51,83.25,0.0,1
0206-OYVOC,46,19.25,0.0,2
7291-CDTMJ,1,19.65,0.16,0
7128-GGCNO,46,72.8,0.44,1
0237-YFUTL,50,109.65,0.16,1
7691-KGKGP,53,65.0,0.02,2
6710-HSJRD,61,114.1,0.34,1
3675-EQOZA,5,20.65,0.08,0
0840-DCNZE,47,86.95,0.01,1
1732-FEKLD,54,94.75,0.05,1
9862-KJTYK,19,25.35,0.03,0
0479-HMSWA,26,105.45,0.11,3
5854-KSRBJ,70,25.4,0.0,2
0365-BZUWY,17,102.55,0.76,3
4817-VYYWS,30,100.2,0.63,3
5701-SVCWR,1,24.0,0.11571428571428571,0
3129-AAQOU,19,25.6,0.01,0
4922-CVPDX,26,73.5,0.01,3
1396-QWFBJ,21,74.05,0.32,3
1357-BIJKI,50,98.25,0.32,1
1099-BTKWT,68,54.4,0.11,2
5299-SJCZT,3,101.55,0.96,3
2018-PZKMU,9,103.1,0.26,3
7340-KEFQE,51,34.2,0.0,2
4570-QHXHL,9,43.75,0.19,0
2403-BCASL,41,111.95,0.69,1
7392-YYPYJ,22,100.65,0.4,3
2898-LSJGD,21,55.95,0.66,3
2223-GDSHL,71,116.05,0.02,1
7359-PTSXY,1,45.75,0.89,0
9470-RTWDV,26,82.0,0.09,3
2176-OSJUV,71,65.15,0.02,1
9348-YVOMK,4,44.8,0.19,0
8104-OSKWT,12,79.8,0.16,3
4521-YEEHE,18,88.85,0.19,3
4090-KPJIP,3,74.95,0.31,3
3786-WOVKF,72,106.85,0.1,1
4503-BDXBD,11,74.95,0.7,3
6086-ESGRL,1,80.15,0.92,3
2592-HODOV,13,19.3,0.07,0
3886-CERTZ,72,109.25,0.69,1
7995-ZHHNZ,42,56.1,0.02,2
3824-RHKVR,17,19.7,0.12,0
5816-SCGFC,7,51.3,0.31,0
5989-AXPUC,68,118.6,0.09,1
4979-HPRFL,56,24.15,0.01,2
8590-OHDIW,38,20.3,0.0,2
8015-IHCGW,72,115.5,0.01,1
2332-TODQS,48,25.05,0.0,2
9278-VZKCD,52,109.1,0.1,1
8008-OTEZX,35,19.65,0.01,2
2773-OVBPK,67,111.3,0.18,1
5999-LCXAO,1,29.9,0.25,0
5206-XZZQI,53,80.6,0.06,1
4803-LBYPN,34,20.8,0.01,0
5759-RCVCB,3,35.2,0.78,0
6372-RFVNS,1,78.8,0.97,3
2139-FQHLM,19,89.95,0.14,3
8261-GWDBQ,60,116.05,0.13,1
1093-YSWCA,11,19.55,0.0,0
8938-UMKPI,47,106.4,0.69,1
0991-BRRFB,18,49.4,0.74,0
3882-IYOIJ,60,115.25,0.02,1
8749-TZYEC,72,24.8,0.0,2
1755-FZQEC,39,19.9,0.0,2
3115-JPJDD,59,81.25,0.03,1
5600-KTXFM,2,69.95,0.13,3
3871-IKPYH,1,69.1,0.91,3
6319-IEJWJ,20,90.2,0.85,3
9025-AOMKI,6,93.55,0.97,3
6339-TBELP,71,86.4,0.03,1
7964-YESJC,24,66.3,0.23,3
6173-GOLSU,67,94.65,0.23,1
5275-SQEIZ,1,80.85,0.82,3
7716-YTYHG,48,82.05,0.65,1
9938-ZREHM,37,72.1,0.11,3
7950-XWOVN,11,34.7,0.09,0
4390-KYULV,3,20.55,0.65,0
4647-MUZON,18,95.95,0.15,3
9702-AIUJO,50,44.8,0.05,2
8849-PRIQJ,67,109.4,0.02,1
8851-RAGOV,25,71.05,0.03,3
1304-NECVQ,2,78.55,0.95,3
5396-IZEPB,9,19.7,0.01,0
1729-VLAZJ,10,40.25,0.02,0
8285-ABVLB,70,19.85,0.0,2
0701-TJSEF,9,68.25,0.09,3
5712-VBOXD,4,20.15,0.04,0
6629-LADHQ,2,50.95,0.14,0
8945-GRKHX,1,78.65,0.92,3
1559-DTODC,19,25.15,0.05,0
4797-MIWUM,7,20.25,0.03,0
6959-UWKHF,1,42.9,0.42,0
8720-RQSBJ,1,44.0,0.53,0
4537-CIBHB,9,20.25,0.01,0
3815-SLMEF,3,34.25,0.71,0
5154-VEKBL,9,58.5,0.73,3
4324-AHJKS,5,55.8,0.11,0
4355-CVPVS,56,88.9,0.2,1
4495-LHSSK,18,57.65,0.1,3
5655-JSMZM,49,96.2,0.98,1
5915-ANOEI,70,79.15,0.01,1
9861-PDSZP,72,108.05,0.01,1
4505-EXZHB,6,74.4,0.75,3
7225-CBZPL,17,94.8,0.25,3
6704-UTUKK,29,45.9,0.4,0
4587-VVTOX,6,105.3,0.93,3
2019-HDCZY,63,102.6,0.04,1
4652-NNHNY,16,73.85,0.58,3
8788-DOXSU,59,61.35,0.04,2
7404-JLKQG,3,57.55,0.13,0
7421-ZLUPA,8,29.25,0.2,0
8972-HJWNV,7,84.55,0.94,3
3274-NSDWE,68,19.6,0.0,2
2632-IVXVF,68,111.75,0.08,1
3692-JHONH,52,106.5,0.13,1
8915-NNTRC,72,107.7,0.0,1
5914-GXMDA,32,19.3,0.0,0
7463-IFMQU,72,20.05,0.0,2
2920-RNCEZ,1,69.95,0.3133333333333333,3
2541-YGPKE,42,63.7,0.02,2
8515-OCTJS,25,24.75,0.01,0
5382-TEMLV,45,50.9,0.05,2
3441-CGZJH,43,60.4,0.02,2
9592-ERDKV,37,79.25,0.03,3
2860-RANUS,20,85.8,0.7,3
5261-QSHQM,4,24.45,0.89,0
4778-IZARL,63,110.1,0.02,1
0432-CAJZV,3,90.7,0.58,3
7008-LZVOZ,66,25.3,0.01,2
8868-WOZGU,28,105.7,0.91,3
1200-TUZHR,8,85.2,0.41,3
9365-CSLBQ,71,24.35,0.0,2
1334-FJSVR,1,24.25,0.78,0
5884-FBCTL,72,25.1,0.0,2
7130-CTCUS,16,54.55,0.05,0
6242-FEGFD,66,96.6,0.02,1
7625-XCQRH,11,76.5,0.47,3
6194-HBGQN,51,81.15,0.01,1
7634-WSWDB,8,38.5,0.35,0
6986-IXNDM,14,92.9,0.35,3
1731-TVIUK,4,93.5,0.9,3
2987-BJXIK,70,84.7,0.01,1
9769-TSBZE,70,66.0,0.03,1
0406-BPDVR,54,101.5,0.8,1
0618-XWMSS,28,74.9,0.63,3
1395-WSWXR,24,20.75,0.0,0
6023-GSSXW,69,61.45,0.02,1
6752-APNJL,42,54.5,0.07,2
5276-KQWHG,2,69.6,0.9,3
0420-HLGXF,39,99.75,0.2,1
7446-KQISO,45,109.75,0.32,1
9823-EALYC,72,80.85,0.0,1
0582-AVCLN,38,20.3,0.0,2
5803-NQJZO,72,67.8,0.0,1
2565-JSLRY,1,24.05,0.67,0
2607-DHDAK,72,19.8,0.0,2
1073-XXCZD,55,25.7,0.0,2
0743-HRVFF,51,56.15,0.05,2
4006-HKYHO,63,86.7,0.0,1
3727-JEZTU,1,20.4,0.5185,0
8143-ETQTI,23,19.65,0.0,0
6689-KXGBO,1,50.55,0.75,0
9667-TKTVZ,2,54.35,0.57,0
3657-COGMW,52,108.1,0.07,1
8570-KLJYJ,36,54.45,0.0,2
7754-IXRMC,1,45.35,0.1,0
9473-CBZOP,28,59.0,0.0,3
2969-WGHQO,7,69.45,0.22,3
6615-NGGZJ,14,100.55,0.92,3
4334-HOWRP,72,64.95,0.01,1
4255-DDUOU,1,20.5,0.79,0
5863-OOKCL,10,18.85,0.14,0
1686-STUHN,42,19.8,0.02,2
1329-VHWNP,7,25.05,0.15,0
2984-MIIZL,4,74.8,0.87,3
0266-GMEAO,72,114.3,0.02,1
5590-YRFJT,20,24.45,0.66,0
5574-NXZIU,63,109.2,0.09,1
0019-GFNTW,56,45.05,0.02,2
4256-ZWTZI,5,51.0,0.16,0
8309-PPCED,72,110.45,0.07,1
4098-NAUKP,68,84.65,0.66,1
5196-WPYOW,67,60.05,0.0,1
4608-LCIMN,8,44.65,0.06,0
1485-YDHMM,52,93.25,0.08,1
4054-CUMIA,18,20.25,0.01,0
0603-TPMIB,59,25.45,0.0,2
2525-GVKQU,60,20.6,0.06,2
8161-QYMTT,7,94.1,0.36,3
9581-GVBXT,59,34.8,0.03,2
5862-BRIXZ,46,60.75,0.0,2
5404-GGUKR,5,51.35,0.33,0
3308-JSGML,59,64.05,0.0,1
2126-GSEGL,70,84.8,0.0,1
3677-TNKIO,14,71.0,0.38,3
0440-QEXBZ,44,50.15,0.09,2
2434-EEVDB,64,94.6,0.03,1
6762-QVYJO,58,59.75,0.0,2
6199-IWKGC,46,100.25,0.02,1
2675-DHUTR,58,98.9,0.3,1
8152-VETUR,72,97.7,0.09,1
9667-EQRXU,30,40.3,0.68,0
7446-YPODE,11,60.25,0.05,3
9522-BNTHX,34,56.25,0.21,2
4676-WLUHT,54,46.2,0.02,2
3329-WDIOK,3,50.6,0.81,0
7980-MHFLQ,72,24.9,0.0,2
2873-ZLIWT,40,84.85,0.48,1
3415-TAILE,2,65.7,0.76,3
0757-WCUUZ,54,63.35,0.0,2
1629-DQQVB,14,50.1,0.06,0
1915-IOFGU,1,70.5,0.89,3
3045-XETSH,10,94.85,0.63,3
0374-AACSZ,1,50.15,0.14,0
7239-HZZCX,1,19.75,0.5553333333333331,0
4872-VXRIL,56,64.65,0.0,1
9140-CZQZZ,68,79.6,0.0,1
3423-HHXAO,14,19.5,0.07,0
9938-TKDGL,68,99.55,0.02,1
0531-ZZJWQ,55,74.0,0.22,1
6537-QLGEX,16,38.9,0.16,0
2688-BHGOG,9,79.55,0.3,3
7683-CBDKJ,14,65.45,0.54,3
0946-CLJTI,58,98.7,0.83,1
3160-TYXLT,53,46.3,0.06,2
1325-USMEC,70,99.35,0.02,1
0916-QOFDP,14,95.8,0.26,3
0628-CNQRM,22,67.5,0.59,3
5606-AMZBO,10,78.15,0.16,3
6199-IPCAO,29,26.1,0.0,0
7665-TOALD,1,69.6,0.995,3
0112-QWPNC,49,84.35,0.67,1
0324-BRPCJ,68,100.2,0.18,1
2777-PHDEI,1,78.05,1.0,3
5640-CAXOA,30,40.35,0.08,0
2235-EZAIK,72,79.2,0.0,1
3847-BAERP,10,20.9,0.01,0
1196-AMORA,7,73.6,0.8,3
4282-YMKNA,9,74.75,0.75,3
1453-RZFON,1,49.9,0.11,0
8263-OKETD,20,68.9,0.03,3
0670-KDOMA,1,20.25,0.5499999999999998,0
2476-YGEFM,29,76.0,0.17,3
8687-BAFGU,1,74.0,0.24,3
0641-EVBOJ,3,82.3,0.09,3
0829-XXPLX,20,89.4,0.13,3
9974-JFBHQ,64,99.15,0.08,1
5356-RHIPP,1,20.2,0.7983333333333335,0
6624-JDRDS,6,29.45,0.2,0
0608-JDVEC,50,19.8,0.0,2
9780-FKVVF,6,59.15,0.07,3
1919-RTPQD,7,44.75,0.15,0
5214-NLTIT,72,90.8,0.05,1
3345-PBBFH,8,49.55,0.05,0
5055-BRMNE,67,106.7,0.22,1
9189-JWSHV,24,93.55,0.68,3
2190-PHBHR,72,94.45,0.04,1
2650-GYRYL,33,19.45,0.0,0
0746-JTRFU,2,25.05,0.93,0
5208-FVQKB,70,67.95,0.0,1
7184-LRUUR,22,65.25,0.05,3
6627-CFOSN,59,99.45,0.07,1
3982-JGSFD,36,20.35,0.0,2
